phrase_index,parent_concept,text,text_source,cui,umls_status
596,pulmonary bleb,small rounded lucent area located along the peripheral margin of the lung apex.,llm_radiology_phrase,C1857434,ok
597,pulmonary bleb,thin-walled cystic lucency visible along the superior contour of the left lung.,llm_radiology_phrase,C1857434,ok
598,costophrenic sulcus,costophrenic sulcus,umls_synonym,,no_cui_match
599,costophrenic sulcus,the costophrenic sulcus appears sharp and well defined on the frontal view.,llm_radiology_phrase,,no_cui_match
600,costophrenic sulcus,normal acute angle of the costophrenic sulcus is maintained bilaterally.,llm_radiology_phrase,,no_cui_match
601,costophrenic sulcus,the costophrenic sulcus is clear with no evidence of blunting.,llm_radiology_phrase,,no_cui_match
602,costophrenic sulcus,well-defined costophrenic sulcus with normal contour and sharp margins.,llm_radiology_phrase,,no_cui_match
603,costophrenic sulcus,the costophrenic sulcus remains patent with no obscuration of the angle.,llm_radiology_phrase,,no_cui_match
604,pulmonary cyst,pulmonary cyst,umls_synonym,C0546483,ok
605,pulmonary cyst,lung cyst,umls_synonym,C0546483,ok
606,pulmonary cyst,cyst of lung,umls_synonym,C0546483,ok
607,pulmonary cyst,cyst of lung (disorder),umls_synonym,C0546483,ok
608,pulmonary cyst,thin walled lucent area noted within the right upper lobe lung parenchyma.,llm_radiology_phrase,C0546483,ok
609,pulmonary cyst,well circumscribed air filled space identified in the left lower lung zone.,llm_radiology_phrase,C0546483,ok
610,pulmonary cyst,solitary thin walled cystic lesion visualized in the mid lung field region.,llm_radiology_phrase,C0546483,ok
611,pulmonary cyst,rounded lucency with a thin peripheral wall seen in the apical segment.,llm_radiology_phrase,C0546483,ok
612,pulmonary cyst,discrete air containing space with smooth margins located in the lung base.,llm_radiology_phrase,C0546483,ok
613,dislocations,dislocations,umls_synonym,C0012691,ok
614,dislocations,joint dislocation,umls_synonym,C0012691,ok
615,dislocations,dislocated joint,umls_synonym,C0012691,ok
616,dislocations,"dislocation, joint",umls_synonym,C0012691,ok
617,dislocations,dislocation of joint (disorder),umls_synonym,C0012691,ok
618,dislocations,dislocation (morphologic abnormality),umls_synonym,C0012691,ok
619,dislocations,"dislocations, joint",umls_synonym,C0012691,ok
620,dislocations,dislocation,umls_synonym,C0012691,ok
621,dislocations,joint dislocations,umls_synonym,C0012691,ok
622,dislocations,dislocation of joint,umls_synonym,C0012691,ok
623,dislocations,loss of normal articular congruity noted at the glenohumeral joint space.,llm_radiology_phrase,C0012691,ok
624,dislocations,abnormal separation of the articular surfaces within the acromioclavicular joint.,llm_radiology_phrase,C0012691,ok
625,dislocations,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,llm_radiology_phrase,C0012691,ok
626,dislocations,widened joint space with loss of normal apposition of the humeral head.,llm_radiology_phrase,C0012691,ok
627,dislocations,displaced articular surfaces noted at the level of the acromioclavicular joint.,llm_radiology_phrase,C0012691,ok
628,"hyperostosis, diffuse idiopathic skeletal","hyperostosis, diffuse idiopathic skeletal",umls_synonym,C0020498,ok
629,"hyperostosis, diffuse idiopathic skeletal",forestier's disease,umls_synonym,C0020498,ok
630,"hyperostosis, diffuse idiopathic skeletal",forestiers disease,umls_synonym,C0020498,ok
631,"hyperostosis, diffuse idiopathic skeletal","ankylosing hyperostoses, vertebral",umls_synonym,C0020498,ok
632,"hyperostosis, diffuse idiopathic skeletal",vertebral ankylosing hyperostosis,umls_synonym,C0020498,ok
633,"hyperostosis, diffuse idiopathic skeletal","ankylosing hyperostosis, vertebral",umls_synonym,C0020498,ok
634,"hyperostosis, diffuse idiopathic skeletal",forestier disease,umls_synonym,C0020498,ok
635,"hyperostosis, diffuse idiopathic skeletal","hyperostosis, vertebral ankylosing",umls_synonym,C0020498,ok
636,"hyperostosis, diffuse idiopathic skeletal","hyperostoses, vertebral ankylosing",umls_synonym,C0020498,ok
637,"hyperostosis, diffuse idiopathic skeletal",forestier rotes disease,umls_synonym,C0020498,ok
638,"hyperostosis, diffuse idiopathic skeletal",diffuse idiopathic skeletal hyperostosis,umls_synonym,C0020498,ok
639,"hyperostosis, diffuse idiopathic skeletal","disease, forestier",umls_synonym,C0020498,ok
640,"hyperostosis, diffuse idiopathic skeletal",vertebral ankylosing hyperostoses,umls_synonym,C0020498,ok
641,"hyperostosis, diffuse idiopathic skeletal","disease, forestier's",umls_synonym,C0020498,ok
642,"hyperostosis, diffuse idiopathic skeletal",ankylosing hyperostosis,umls_synonym,C0020498,ok
643,"hyperostosis, diffuse idiopathic skeletal",flowing ossification along the anterior aspect of the thoracic vertebral bodies.,llm_radiology_phrase,C0020498,ok
644,"hyperostosis, diffuse idiopathic skeletal",continuous bony bridging spanning multiple contiguous thoracic vertebral segments.,llm_radiology_phrase,C0020498,ok
645,"hyperostosis, diffuse idiopathic skeletal",prominent osteophyte formation along the anterior margins of the thoracic spine.,llm_radiology_phrase,C0020498,ok
646,"hyperostosis, diffuse idiopathic skeletal",bony excrescences noted along the anterior longitudinal ligament of the spine.,llm_radiology_phrase,C0020498,ok
647,"hyperostosis, diffuse idiopathic skeletal",coalescent ossification bridging the anterior surfaces of the thoracic vertebrae.,llm_radiology_phrase,C0020498,ok
648,bronchiectasis,bronchiectasis,umls_synonym,C0006267,ok
649,bronchiectasis,bronchiectases,umls_synonym,C0006267,ok
650,bronchiectasis,bronchiectasis (disorder),umls_synonym,C0006267,ok
651,bronchiectasis,prominent tubular opacities noted within the lower lung zones bilaterally.,llm_radiology_phrase,C0006267,ok
652,bronchiectasis,linear branching opacities consistent with dilated bronchi in the lung bases.,llm_radiology_phrase,C0006267,ok
653,bronchiectasis,increased prominence of bronchial markings throughout the lower lung fields.,llm_radiology_phrase,C0006267,ok
654,bronchiectasis,multiple ring-like lucencies observed within the mid and lower lung zones.,llm_radiology_phrase,C0006267,ok
655,bronchiectasis,thickened bronchial walls appearing as parallel linear opacities in the lungs.,llm_radiology_phrase,C0006267,ok
656,cystic fibrosis,cystic fibrosis,umls_synonym,C0010674,ok
657,cystic fibrosis,"fibrosis, cystic",umls_synonym,C0010674,ok
658,cystic fibrosis,fibrocystic disease,umls_synonym,C0010674,ok
659,cystic fibrosis,cystic fibrosis (disorder),umls_synonym,C0010674,ok
660,cystic fibrosis,mucoviscidosis,umls_synonym,C0010674,ok
661,cystic fibrosis,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,llm_radiology_phrase,C0010674,ok
662,cystic fibrosis,hyperinflation of the lungs with flattened diaphragms and increased retrosternal clear space.,llm_radiology_phrase,C0010674,ok
663,cystic fibrosis,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,llm_radiology_phrase,C0010674,ok
664,cystic fibrosis,coarse interstitial markings and prominent bronchial wall thickening in both upper lobes.,llm_radiology_phrase,C0010674,ok
665,cystic fibrosis,increased lung volumes with flattened hemidiaphragms and diffuse bronchial wall thickening.,llm_radiology_phrase,C0010674,ok
666,pneumoperitoneum,pneumoperitoneum,umls_synonym,C0032320,ok
667,pneumoperitoneum,peritoneal cavity free air,umls_synonym,C0032320,ok
668,pneumoperitoneum,pneumoperitoneum (disorder),umls_synonym,C0032320,ok
669,pneumoperitoneum,crescentic lucency visualized beneath the right hemidiaphragm on upright chest radiograph.,llm_radiology_phrase,C0032320,ok
670,pneumoperitoneum,free intraperitoneal air collection noted tracking along the superior hepatic surface.,llm_radiology_phrase,C0032320,ok
671,pneumoperitoneum,radiolucent gas collection identified between the liver dome and the diaphragm.,llm_radiology_phrase,C0032320,ok
672,pneumoperitoneum,subdiaphragmatic lucency consistent with free air within the peritoneal cavity.,llm_radiology_phrase,C0032320,ok
673,pneumoperitoneum,linear lucent shadow observed outlining the superior aspect of the liver.,llm_radiology_phrase,C0032320,ok
674,aortic aneurysm,aortic aneurysm,umls_synonym,C0003486,ok
675,aortic aneurysm,aortic aneurysms,umls_synonym,C0003486,ok
676,aortic aneurysm,aortic aneurysm (disorder),umls_synonym,C0003486,ok
677,aortic aneurysm,"aneurysm, aortic",umls_synonym,C0003486,ok
678,aortic aneurysm,aneurysm of aorta,umls_synonym,C0003486,ok
679,aortic aneurysm,"aneurysms, aortic",umls_synonym,C0003486,ok
680,aortic aneurysm,prominent contour of the thoracic aorta suggesting focal aneurysmal dilatation.,llm_radiology_phrase,C0003486,ok
681,aortic aneurysm,focal widening of the aortic silhouette consistent with an aortic aneurysm.,llm_radiology_phrase,C0003486,ok
682,aortic aneurysm,localized bulging of the aortic arch contour indicating an aortic aneurysm.,llm_radiology_phrase,C0003486,ok
683,aortic aneurysm,prominent aortic knob contour with focal dilatation of the descending aorta.,llm_radiology_phrase,C0003486,ok
684,aortic aneurysm,abnormal focal enlargement of the aortic shadow along the thoracic course.,llm_radiology_phrase,C0003486,ok
685,bullous emphysema,bullous emphysema,umls_synonym,C1261120,ok
686,bullous emphysema,chronic bullous emphysema,umls_synonym,C1261120,ok
687,bullous emphysema,chronic bullous emphysema (disorder),umls_synonym,C1261120,ok
688,bullous emphysema,large thin walled lucent areas are noted within the upper lung zones.,llm_radiology_phrase,C1261120,ok
689,bullous emphysema,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,llm_radiology_phrase,C1261120,ok
690,bullous emphysema,prominent hyperlucent areas with thin peripheral walls are seen in both lungs.,llm_radiology_phrase,C1261120,ok
691,bullous emphysema,large air filled bullae are identified within the apical lung regions.,llm_radiology_phrase,C1261120,ok
692,bullous emphysema,multiple large lucencies with thin walls are scattered throughout the lung fields.,llm_radiology_phrase,C1261120,ok
693,heart atria,heart atria,umls_synonym,C0018792,ok
694,heart atria,atrial structure (body structure),umls_synonym,C0018792,ok
695,heart atria,"atrium, heart",umls_synonym,C0018792,ok
696,heart atria,cardiac atrium,umls_synonym,C0018792,ok
697,heart atria,"atria, heart",umls_synonym,C0018792,ok
698,heart atria,atrium,umls_synonym,C0018792,ok
699,heart atria,atrial structure,umls_synonym,C0018792,ok
700,heart atria,heart atrium,umls_synonym,C0018792,ok
701,heart atria,the right atrial contour is visible along the right heart border.,llm_radiology_phrase,C0018792,ok
702,heart atria,normal convex silhouette of the right atrium along the right cardiac margin.,llm_radiology_phrase,C0018792,ok
703,heart atria,the left atrial appendage is located along the mid left heart border.,llm_radiology_phrase,C0018792,ok
704,heart atria,smooth contour of the right atrium noted along the right mediastinal border.,llm_radiology_phrase,C0018792,ok
705,heart atria,the left atrium is situated centrally behind the main cardiac silhouette.,llm_radiology_phrase,C0018792,ok
706,adipose tissue,adipose tissue,umls_synonym,C0001527,ok
707,adipose tissue,yellow fat,umls_synonym,C0001527,ok
708,adipose tissue,"tissue, adipose",umls_synonym,C0001527,ok
709,adipose tissue,structure of yellow fat (body structure),umls_synonym,C0001527,ok
710,adipose tissue,fatty tissue,umls_synonym,C0001527,ok
711,adipose tissue,structure of yellow fat,umls_synonym,C0001527,ok
712,adipose tissue,"tissue, fatty",umls_synonym,C0001527,ok
713,adipose tissue,structure of adipose tissue,umls_synonym,C0001527,ok
714,adipose tissue,structure of adipose tissue (body structure),umls_synonym,C0001527,ok
715,adipose tissue,increased retrosternal lucency consistent with prominent anterior mediastinal adipose tissue.,llm_radiology_phrase,C0001527,ok
716,adipose tissue,epicardial fat pad noted as a focal retrosternal lucency along the cardiac border.,llm_radiology_phrase,C0001527,ok
717,adipose tissue,prominent cardiophrenic angle lucency representing normal accumulation of intrathoracic adipose tissue.,llm_radiology_phrase,C0001527,ok
718,adipose tissue,well defined lucent area in the cardiophrenic angle consistent with fatty tissue.,llm_radiology_phrase,C0001527,ok
719,adipose tissue,subcutaneous fatty tissue layer visible along the lateral chest wall soft tissues.,llm_radiology_phrase,C0001527,ok
720,funnel chest,funnel chest,umls_synonym,C2051831,ok
721,funnel chest,trichterbrust,umls_synonym,C2051831,ok
722,funnel chest,pectus excavatum (disorder),umls_synonym,C2051831,ok
723,funnel chest,pectus recurvatum,umls_synonym,C2051831,ok
724,funnel chest,cobbler's chest,umls_synonym,C2051831,ok
725,funnel chest,pectus excavatum,umls_synonym,C2051831,ok
726,funnel chest,posterior displacement of the sternum with narrowing of the retrosternal clear space.,llm_radiology_phrase,C2051831,ok
727,funnel chest,inward depression of the sternum causing apparent cardiac silhouette displacement to the left.,llm_radiology_phrase,C2051831,ok
728,funnel chest,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,llm_radiology_phrase,C2051831,ok
729,funnel chest,concave deformity of the anterior chest wall with sternal depression on lateral projection.,llm_radiology_phrase,C2051831,ok
730,funnel chest,posterior sternal indentation resulting in reduced anteroposterior diameter of the thoracic cavity.,llm_radiology_phrase,C2051831,ok
731,ribs,ribs,umls_synonym,C0035561,ok
732,ribs,bone structure of rib,umls_synonym,C0035561,ok
733,ribs,rib,umls_synonym,C0035561,ok
734,ribs,bone structure of rib (body structure),umls_synonym,C0035561,ok
735,ribs,the visualized ribs demonstrate normal cortical margins and intact bony architecture.,llm_radiology_phrase,C0035561,ok
736,ribs,posterior and anterior rib segments appear unremarkable without evidence of fracture.,llm_radiology_phrase,C0035561,ok
737,ribs,normal rib contours are maintained throughout the visualized thoracic cage.,llm_radiology_phrase,C0035561,ok
738,ribs,no suspicious rib lesions or focal cortical irregularities are identified.,llm_radiology_phrase,C0035561,ok
739,ribs,the rib cage shows symmetric alignment with preserved bony density throughout.,llm_radiology_phrase,C0035561,ok
740,hydropneumothorax,hydropneumothorax,umls_synonym,C0020303,ok
741,hydropneumothorax,hydropneumothorax (disorder),umls_synonym,C0020303,ok
742,hydropneumothorax,visible air fluid level within the pleural space on upright chest radiograph.,llm_radiology_phrase,C0020303,ok
743,hydropneumothorax,horizontal air fluid interface noted along the lateral aspect of the hemithorax.,llm_radiology_phrase,C0020303,ok
744,hydropneumothorax,presence of a distinct air fluid level indicating pleural air and fluid.,llm_radiology_phrase,C0020303,ok
745,hydropneumothorax,linear air fluid interface observed within the pleural space on erect view.,llm_radiology_phrase,C0020303,ok
746,hydropneumothorax,well defined horizontal opacity interface consistent with pleural air and fluid collection.,llm_radiology_phrase,C0020303,ok
747,bone and bones,bone and bones,umls_synonym,C0005931,ok
748,bone and bones,bones and bone tissue,umls_synonym,C0005931,ok
749,bone and bones,bone and bone,umls_synonym,C0005931,ok
750,bone and bones,bones and bone,umls_synonym,C0005931,ok
751,bone and bones,visualized osseous structures demonstrate normal cortical margins and trabecular patterns throughout.,llm_radiology_phrase,C0005931,ok
752,bone and bones,the visualized thoracic skeleton shows no evidence of acute fracture or lytic lesion.,llm_radiology_phrase,C0005931,ok
753,bone and bones,normal mineralization is noted within the visualized ribs and thoracic spine segments.,llm_radiology_phrase,C0005931,ok
754,bone and bones,the bony thorax appears intact with no focal cortical disruption or abnormal density.,llm_radiology_phrase,C0005931,ok
755,bone and bones,visualized skeletal structures maintain normal alignment and expected radiographic density throughout.,llm_radiology_phrase,C0005931,ok
756,pleura,pleura,umls_synonym,C0032225,ok
757,pleura,pleural structure,umls_synonym,C0032225,ok
758,pleura,pleural membrane structure (body structure),umls_synonym,C0032225,ok
759,pleura,pleural membrane structure,umls_synonym,C0032225,ok
760,pleura,the pleural surfaces appear smooth and well defined along the lateral chest walls.,llm_radiology_phrase,C0032225,ok
761,pleura,normal pleural reflections are visualized along the mediastinal borders and diaphragmatic domes.,llm_radiology_phrase,C0032225,ok
762,pleura,the visceral and parietal pleural layers are not distinctly identified as separate structures.,llm_radiology_phrase,C0032225,ok
763,pleura,thin pleural lines are visible along the peripheral lung fields without abnormal thickening.,llm_radiology_phrase,C0032225,ok
764,pleura,the pleural space remains clear with no evidence of abnormal opacification or fluid.,llm_radiology_phrase,C0032225,ok
765,pectus carinatum,pectus carinatum,umls_synonym,C2939416,ok
766,pectus carinatum,keeled chest,umls_synonym,C2939416,ok
767,pectus carinatum,pectus carinatum (disorder),umls_synonym,C2939416,ok
768,pectus carinatum,chicken breast,umls_synonym,C2939416,ok
769,pectus carinatum,pigeon breast,umls_synonym,C2939416,ok
770,pectus carinatum,pigeon chest,umls_synonym,C2939416,ok
771,pectus carinatum,anterior protrusion of the sternum noted on the lateral chest radiograph.,llm_radiology_phrase,C2939416,ok
772,pectus carinatum,increased retrosternal clear space observed due to anterior sternal bowing.,llm_radiology_phrase,C2939416,ok
773,pectus carinatum,prominent anterior chest wall contour consistent with sternal protrusion.,llm_radiology_phrase,C2939416,ok
774,pectus carinatum,lateral view demonstrates anterior angulation of the sternum and costal cartilages.,llm_radiology_phrase,C2939416,ok
775,pectus carinatum,sternal prominence projecting anteriorly beyond the normal thoracic cage margin.,llm_radiology_phrase,C2939416,ok
776,heart ventricles,heart ventricles,umls_synonym,C0018827,ok
777,heart ventricles,"ventricle, cardiac",umls_synonym,C0018827,ok
778,heart ventricles,cardiac ventricular structure,umls_synonym,C0018827,ok
779,heart ventricles,cardiac ventricles,umls_synonym,C0018827,ok
780,heart ventricles,heart ventricle,umls_synonym,C0018827,ok
781,heart ventricles,ventricle,umls_synonym,C0018827,ok
782,heart ventricles,"ventricle, heart",umls_synonym,C0018827,ok
783,heart ventricles,cardiac ventricle,umls_synonym,C0018827,ok
784,heart ventricles,"ventricles, cardiac",umls_synonym,C0018827,ok
785,heart ventricles,"ventricles, heart",umls_synonym,C0018827,ok
786,heart ventricles,cardiac ventricular structures appear as central mediastinal opacities within the thoracic cavity.,llm_radiology_phrase,C0018827,ok
787,heart ventricles,the cardiac ventricles form the lower portion of the normal heart silhouette.,llm_radiology_phrase,C0018827,ok
788,heart ventricles,normal cardiac ventricular contours are visualized along the left heart border profile.,llm_radiology_phrase,C0018827,ok
789,heart ventricles,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,llm_radiology_phrase,C0018827,ok
790,heart ventricles,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,llm_radiology_phrase,C0018827,ok
791,lymph nodes,lymph nodes,umls_synonym,C0024204,ok
792,lymph nodes,lymph node structure,umls_synonym,C0024204,ok
793,lymph nodes,structure of lymph node (body structure),umls_synonym,C0024204,ok
794,lymph nodes,lymphatic gland,umls_synonym,C0024204,ok
795,lymph nodes,"nodes, lymph",umls_synonym,C0024204,ok
796,lymph nodes,lymph node,umls_synonym,C0024204,ok
797,lymph nodes,structure of lymph node,umls_synonym,C0024204,ok
798,lymph nodes,lymph gland,umls_synonym,C0024204,ok
799,lymph nodes,"node, lymph",umls_synonym,C0024204,ok
800,lymph nodes,prominent hilar lymph nodes noted bilaterally with lobulated contours.,llm_radiology_phrase,C0024204,ok
801,lymph nodes,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,llm_radiology_phrase,C0024204,ok
802,lymph nodes,increased soft tissue density within the right hilum suggesting lymphadenopathy.,llm_radiology_phrase,C0024204,ok
803,lymph nodes,well defined rounded opacities identified along the bilateral pulmonary hila.,llm_radiology_phrase,C0024204,ok
804,lymph nodes,widening of the mediastinal silhouette consistent with enlarged lymph nodes.,llm_radiology_phrase,C0024204,ok
805,sarcoidosis,sarcoidosis,umls_synonym,C0036202,ok
806,sarcoidosis,sarcoidoses,umls_synonym,C0036202,ok
807,sarcoidosis,schaumann syndrome,umls_synonym,C0036202,ok
808,sarcoidosis,"syndrome, schaumann's",umls_synonym,C0036202,ok
809,sarcoidosis,schaumann's syndromes,umls_synonym,C0036202,ok
810,sarcoidosis,boeck's sarcoid,umls_synonym,C0036202,ok
811,sarcoidosis,besnier boeck disease,umls_synonym,C0036202,ok
812,sarcoidosis,schaumann's syndrome,umls_synonym,C0036202,ok
813,sarcoidosis,benign lymphogranulomatosis of schaumann,umls_synonym,C0036202,ok
814,sarcoidosis,miliary lupoid of boeck,umls_synonym,C0036202,ok
815,sarcoidosis,"disease, schaumann",umls_synonym,C0036202,ok
816,sarcoidosis,besnier boeck schaumann syndrome,umls_synonym,C0036202,ok
817,sarcoidosis,"sarcoid, boeck's",umls_synonym,C0036202,ok
818,sarcoidosis,boecks sarcoid,umls_synonym,C0036202,ok
819,sarcoidosis,"syndrome, schaumann",umls_synonym,C0036202,ok
820,sarcoidosis,schaumann disease,umls_synonym,C0036202,ok
821,sarcoidosis,boeck sarcoid,umls_synonym,C0036202,ok
822,sarcoidosis,lupus pernio of besnier,umls_synonym,C0036202,ok
823,sarcoidosis,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,llm_radiology_phrase,C0036202,ok
824,sarcoidosis,symmetric hilar and mediastinal lymph node enlargement with clear lung fields.,llm_radiology_phrase,C0036202,ok
825,sarcoidosis,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,llm_radiology_phrase,C0036202,ok
826,sarcoidosis,prominent bilateral hilar fullness consistent with nodal enlargement and mediastinal widening.,llm_radiology_phrase,C0036202,ok
827,sarcoidosis,coarse interstitial markings with bilateral hilar adenopathy and preserved lung volumes.,llm_radiology_phrase,C0036202,ok
828,abdomen,abdomen,umls_synonym,C0371769,ok
829,abdomen,the upper abdomen is visualized below the visualized lung bases and diaphragm.,llm_radiology_phrase,C0371769,ok
830,abdomen,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,llm_radiology_phrase,C0371769,ok
831,abdomen,the upper abdomen appears clear without evidence of free intraperitoneal air.,llm_radiology_phrase,C0371769,ok
832,abdomen,visualized upper abdomen shows normal bowel gas patterns without abnormal distension.,llm_radiology_phrase,C0371769,ok
833,abdomen,the upper abdomen is partially included at the base of the image.,llm_radiology_phrase,C0371769,ok
834,humerus,humerus,umls_synonym,C0020164,ok
835,humerus,bone structure of humerus (body structure),umls_synonym,C0020164,ok
836,humerus,humeri,umls_synonym,C0020164,ok
837,humerus,bone structure of humerus,umls_synonym,C0020164,ok
838,humerus,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,llm_radiology_phrase,C0020164,ok
839,humerus,normal cortical margins of the proximal humerus are intact without focal bony lesions.,llm_radiology_phrase,C0020164,ok
840,humerus,the humeral head is identified articulating with the glenoid fossa on both sides.,llm_radiology_phrase,C0020164,ok
841,humerus,visualized proximal humerus demonstrates normal trabecular pattern and smooth cortical bone surfaces.,llm_radiology_phrase,C0020164,ok
842,humerus,the proximal humerus appears within normal limits on the bilateral chest radiographic views.,llm_radiology_phrase,C0020164,ok
843,"hernia, diaphragmatic","hernia, diaphragmatic",umls_synonym,C3489393,ok
844,"hernia, diaphragmatic",hiatal hernias,umls_synonym,C3489393,ok
845,"hernia, diaphragmatic",hiatal hernia,umls_synonym,C3489393,ok
846,"hernia, diaphragmatic","hernia, hiatus",umls_synonym,C3489393,ok
847,"hernia, diaphragmatic",oesophageal hiatus hernia,umls_synonym,C3489393,ok
848,"hernia, diaphragmatic",hiatal hernia (disorder),umls_synonym,C3489393,ok
849,"hernia, diaphragmatic",esophageal hiatus hernia,umls_synonym,C3489393,ok
850,"hernia, diaphragmatic",hiatus hernias,umls_synonym,C3489393,ok
851,"hernia, diaphragmatic",oesophageal hiatal hernia,umls_synonym,C3489393,ok
852,"hernia, diaphragmatic","hernia, hiatal",umls_synonym,C3489393,ok
853,"hernia, diaphragmatic",hiatus hernia,umls_synonym,C3489393,ok
854,"hernia, diaphragmatic","hernias, hiatal",umls_synonym,C3489393,ok
855,"hernia, diaphragmatic","hernias, hiatus",umls_synonym,C3489393,ok
856,"hernia, diaphragmatic",esophageal hiatal hernia,umls_synonym,C3489393,ok
857,"hernia, diaphragmatic",retrocardiac soft tissue opacity noted within the posterior mediastinum.,llm_radiology_phrase,C3489393,ok
858,"hernia, diaphragmatic",well-defined rounded density projecting behind the cardiac silhouette.,llm_radiology_phrase,C3489393,ok
859,"hernia, diaphragmatic",air-fluid level visualized within the retrocardiac thoracic space.,llm_radiology_phrase,C3489393,ok
860,"hernia, diaphragmatic",prominent gas-filled structure identified superior to the diaphragm contour.,llm_radiology_phrase,C3489393,ok
861,"hernia, diaphragmatic",smooth rounded opacity superimposed over the lower thoracic spine.,llm_radiology_phrase,C3489393,ok
862,cervical vertebrae,cervical vertebrae,umls_synonym,C3665420,ok
863,cervical vertebrae,"vertebrae, cervical",umls_synonym,C3665420,ok
864,cervical vertebrae,cervical spines,umls_synonym,C3665420,ok
865,cervical vertebrae,cervical vertebra,umls_synonym,C3665420,ok
866,cervical vertebrae,cervical spine,umls_synonym,C3665420,ok
867,cervical vertebrae,"spine, cervical",umls_synonym,C3665420,ok
868,cervical vertebrae,bone structure of cervical vertebra,umls_synonym,C3665420,ok
869,cervical vertebrae,cervical vertebrae are visualized superior to the thoracic inlet on the frontal view.,llm_radiology_phrase,C3665420,ok
870,cervical vertebrae,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,llm_radiology_phrase,C3665420,ok
871,cervical vertebrae,cervical vertebral bodies maintain normal height and density on the lateral projection.,llm_radiology_phrase,C3665420,ok
872,cervical vertebrae,the cervical spine shows preserved intervertebral disc spaces and normal bony architecture.,llm_radiology_phrase,C3665420,ok
873,cervical vertebrae,cervical vertebrae are identified superior to the lung apices on the chest radiograph.,llm_radiology_phrase,C3665420,ok
874,tuberculosis,tuberculosis,umls_synonym,C0041296,ok
875,tuberculosis,kochs disease,umls_synonym,C0041296,ok
876,tuberculosis,mycobacterium tuberculosis infection,umls_synonym,C0041296,ok
877,tuberculosis,mycobacterium tuberculosis infections,umls_synonym,C0041296,ok
878,tuberculosis,tuberculoses,umls_synonym,C0041296,ok
879,tuberculosis,tuberculous (qualifier value),umls_synonym,C0041296,ok
880,tuberculosis,"infections, mycobacterium tuberculosis",umls_synonym,C0041296,ok
881,tuberculosis,koch disease,umls_synonym,C0041296,ok
882,tuberculosis,koch's disease,umls_synonym,C0041296,ok
883,tuberculosis,"infection, mycobacterium tuberculosis",umls_synonym,C0041296,ok
884,tuberculosis,tuberculous,umls_synonym,C0041296,ok
885,tuberculosis,tuberculosis (disorder),umls_synonym,C0041296,ok
886,tuberculosis,apical segment opacities with associated volume loss in the upper lobes.,llm_radiology_phrase,C0041296,ok
887,tuberculosis,ill defined nodular opacities noted within the bilateral upper lung zones.,llm_radiology_phrase,C0041296,ok
888,tuberculosis,patchy consolidations with cavitation identified in the right upper lung field.,llm_radiology_phrase,C0041296,ok
889,tuberculosis,fibronodular opacities distributed throughout the bilateral apical lung segments.,llm_radiology_phrase,C0041296,ok
890,tuberculosis,linear scarring and calcified granulomas present in the upper lung zones.,llm_radiology_phrase,C0041296,ok
891,pulmonary blood vessels,pulmonary blood vessels,umls_synonym,,no_cui_match
892,pulmonary blood vessels,pulmonary vasculature appears prominent throughout the central and peripheral lung fields.,llm_radiology_phrase,,no_cui_match
893,pulmonary blood vessels,normal pulmonary vascular markings are visualized extending toward the lung periphery.,llm_radiology_phrase,,no_cui_match
894,pulmonary blood vessels,pulmonary vessels are well defined and taper appropriately toward the lung bases.,llm_radiology_phrase,,no_cui_match
895,pulmonary blood vessels,increased prominence of pulmonary vascular markings noted in both lower lung zones.,llm_radiology_phrase,,no_cui_match
896,pulmonary blood vessels,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,llm_radiology_phrase,,no_cui_match
897,osteoporosis,osteoporosis,umls_synonym,C0029456,ok
898,osteoporosis,osteoporoses,umls_synonym,C0029456,ok
899,osteoporosis,osteoporosis (disorder),umls_synonym,C0029456,ok
900,osteoporosis,generalized decrease in bone density noted throughout the visualized thoracic skeleton.,llm_radiology_phrase,C0029456,ok
901,osteoporosis,increased lucency of the thoracic vertebrae consistent with underlying bone demineralization.,llm_radiology_phrase,C0029456,ok
902,osteoporosis,prominent trabecular pattern observed within the visualized ribs and thoracic spine.,llm_radiology_phrase,C0029456,ok
903,osteoporosis,diffuse reduction in osseous opacity involving the visualized thoracic bony structures.,llm_radiology_phrase,C0029456,ok
904,osteoporosis,thinning of the cortical margins noted in the visualized thoracic skeletal elements.,llm_radiology_phrase,C0029456,ok
905,hypovolemia,hypovolemia,umls_synonym,C0546884,ok
906,hypovolemia,hypovolemias,umls_synonym,C0546884,ok
