image_index,concept,verdict,macro_cluster
89,tracheal structure,Uncertain,0
89,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
90,"columns, spinal",Uncertain,2
90,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
90,large air filled bullae are identified within the apical lung regions.,Uncertain,0
90,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
90,pneumothorax (disorder),Unaligned,0
90,radiolucent gas collection identified between the liver dome and the diaphragm.,Uncertain,3
90,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Aligned,0
90,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
90,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
91,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
91,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
91,"disease, forestier's",Uncertain,2
91,fibrocystic disease,Uncertain,0
91,gallstone diseases,Uncertain,5
91,pneumothorax (disorder),Unaligned,0
91,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
91,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
91,tuberculosis,Uncertain,1
91,tuberculous (qualifier value),Uncertain,1
92,chronic irreversible airway obstruction,Uncertain,0
92,costophrenic angle,Uncertain,4
92,dense consolidation obscuring the normal vascular markings in the left lower lung.,Unaligned,0
92,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
92,"disease, forestier's",Uncertain,2
92,gallstone diseases,Uncertain,5
92,generalized thinning of the cortical margins of the visualized ribs.,Unaligned,2
92,miliary lupoid of boeck,Uncertain,1
92,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
92,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
93,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Aligned,0
93,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
93,dense pleural opacity causing obscuration of the underlying pulmonary vascular markings.,Unaligned,0
93,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
93,gallstone diseases,Uncertain,5
93,large lobulated soft tissue density identified in the left lower lung field.,Unaligned,0
93,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
93,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
94,atheroscleroses,Uncertain,0
94,cervical spines,Uncertain,2
94,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
94,extraskeletal calcification,Aligned,2
94,forestiers disease,Uncertain,2
94,gallstone disease,Uncertain,5
94,gallstone diseases,Uncertain,5
94,large lobulated soft tissue density identified in the left lower lung field.,Uncertain,0
94,pericardial effusion,Uncertain,0
94,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
95,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
95,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
95,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
95,"disease, forestier's",Uncertain,2
95,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
95,gallstone diseases,Uncertain,5
95,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
95,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Uncertain,2
95,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
95,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
96,"columns, spinal",Uncertain,2
96,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
96,globular heart shape suggesting an increase in the pericardial space.,Uncertain,0
96,hemopneumothorax,Unaligned,0
96,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,Uncertain,0
96,large air filled bullae are identified within the apical lung regions.,Uncertain,0
96,layering opacity along the lateral chest wall indicates pleural effusion.,Uncertain,0
96,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Uncertain,0
96,pericardial effusion,Uncertain,0
96,well-defined costophrenic sulcus with normal contour and sharp margins.,Uncertain,4
97,atheromatosis,Uncertain,0
97,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Uncertain,1
97,continuous bony bridging spanning multiple contiguous thoracic vertebral segments.,Uncertain,2
97,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
97,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
97,fibrocystic disease,Uncertain,0
97,linear lucencies tracking along the subcutaneous soft tissues of the chest wall.,Uncertain,0
97,pneumohemothorax,Unaligned,0
97,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
97,tracheal structure,Aligned,0
98,cardiomegaly (disorder),Uncertain,0
98,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Uncertain,1
98,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
98,cystic fibrosis (disorder),Uncertain,0
98,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
98,"disease, forestier's",Uncertain,2
98,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Uncertain,0
98,the pulmonary artery segment maintains a normal contour along the left heart border.,Uncertain,0
98,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Uncertain,0
98,tuberculosis,Uncertain,1
99,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
99,chronic irreversible airway obstruction,Uncertain,0
99,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
99,costophrenic angle,Aligned,4
99,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
99,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
99,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Uncertain,3
99,pericardial effusion,Uncertain,0
99,well defined thick walled cavitary lesion identified in the left lower lobe.,Unaligned,0
99,well-defined costophrenic sulcus with normal contour and sharp margins.,Uncertain,4
